id,tag,profile,province,contribution,location,withdrawal,market,savings_rate,oas_defer,cpp_start,split_frac,spending_curve,seed,tw_gross,tw_after_tax,tw_pv,lifetime_tax,lifetime_benefits
5053,grid,mid_career,BC,hybrid,conventional,tfsa_last,base,0.15,0,65,0.0,flat,42,6151493.81,5412633.04,1163785.39,1527840.58,247865.41999999998
5054,grid,mid_career,BC,hybrid,conventional,tfsa_last,bull,0.15,0,65,0.0,flat,42,17638952.72,15695082.81,3374643.71,1597150.54,246532.08999999997
5055,grid,mid_career,BC,hybrid,conventional,tfsa_last,bear,0.15,0,65,0.0,flat,42,2171028.94,1908203.97,410288.28,1419793.73,247865.41999999998
5056,grid,mid_career,BC,hybrid,conventional,tfsa_last,stochastic,0.15,0,65,0.0,flat,42,43832612.72,39562259.96,8506392.3,4018819.64,65248.42
5057,grid,mid_career,BC,hybrid,conventional,early_rrif,base,0.15,0,65,0.0,flat,42,6128329.21,5401861.5,1161469.37,1525898.8400000003,247865.41999999998
5058,grid,mid_career,BC,hybrid,conventional,early_rrif,bull,0.15,0,65,0.0,flat,42,17596286.13,15675242.85,3370377.86,1592884.42,247865.41999999998
5059,grid,mid_career,BC,hybrid,conventional,early_rrif,bear,0.15,0,65,0.0,flat,42,2158599.6,1894611.67,407365.76,1419962.9100000006,247865.41999999998
5060,grid,mid_career,BC,hybrid,conventional,early_rrif,stochastic,0.15,0,65,0.0,flat,42,43292948.26,39311315.98,8452436.13,3637480.0599999996,20049.73
5061,grid,mid_career,BC,hybrid,conventional,balanced_draw,base,0.15,0,65,0.0,flat,42,6135667.1,5405273.63,1162203.02,1526878.1000000003,247865.41999999998
5062,grid,mid_career,BC,hybrid,conventional,balanced_draw,bull,0.15,0,65,0.0,flat,42,17611338.67,15682242.28,3371882.83,1595136.59,247865.41999999998
5063,grid,mid_career,BC,hybrid,conventional,balanced_draw,bear,0.15,0,65,0.0,flat,42,2170456.83,1917993.61,412393.18,1425241.7599999995,247865.41999999998
5064,grid,mid_career,BC,hybrid,conventional,balanced_draw,stochastic,0.15,0,65,0.0,flat,42,43500318.52,39407743.15,8473169.21,3839820.1300000004,38524.42
5065,grid,mid_career,BC,hybrid,us_in_rrsp,nonreg_first,base,0.15,0,65,0.0,flat,42,6735941.69,5684401.31,1222219.04,2386740.57,65248.42
5066,grid,mid_career,BC,hybrid,us_in_rrsp,nonreg_first,bull,0.15,0,65,0.0,flat,42,19731494.54,16668114.75,3583858.03,4993152.25,65248.42
5067,grid,mid_career,BC,hybrid,us_in_rrsp,nonreg_first,bear,0.15,0,65,0.0,flat,42,2318747.23,1986948.65,427219.39,1596700.75,246617.52999999997
5068,grid,mid_career,BC,hybrid,us_in_rrsp,nonreg_first,stochastic,0.15,0,65,0.0,flat,42,47988022.94,41494525.71,8921854.17,10679000.11,65248.42
5069,grid,mid_career,BC,hybrid,us_in_rrsp,rrif_meltdown,base,0.15,0,65,0.0,flat,42,6462690.41,5557339.46,1194899.12,2264179.35,58755.880000000005
5070,grid,mid_career,BC,hybrid,us_in_rrsp,rrif_meltdown,bull,0.15,0,65,0.0,flat,42,18683300.09,16180704.33,3479058.55,4400819.55,12600.7
5071,grid,mid_career,BC,hybrid,us_in_rrsp,rrif_meltdown,bear,0.15,0,65,0.0,flat,42,2275160.52,1966680.83,422861.55,1592266.3000000007,247865.41999999998
5072,grid,mid_career,BC,hybrid,us_in_rrsp,rrif_meltdown,stochastic,0.15,0,65,0.0,flat,42,45737337.7,40447957.07,8696828.51,9256575.989999998,11800.42
5073,grid,mid_career,BC,hybrid,us_in_rrsp,oas_preservation,base,0.15,0,65,0.0,flat,42,6023267.84,4852869.53,1043429.07,2517327.1500000004,65248.42
5074,grid,mid_career,BC,hybrid,us_in_rrsp,oas_preservation,bull,0.15,0,65,0.0,flat,42,18551323.74,15291118.1,3287786.12,5238839.45,65248.42
5075,grid,mid_career,BC,hybrid,us_in_rrsp,oas_preservation,bear,0.15,0,65,0.0,flat,42,1892824.74,1489991.89,320367.33,1635161.7400000005,208124.50000000006
5076,grid,mid_career,BC,hybrid,us_in_rrsp,oas_preservation,stochastic,0.15,0,65,0.0,flat,42,46562784.16,39864415.76,8571359.66,10994061.3,65248.42
5077,grid,mid_career,BC,hybrid,us_in_rrsp,tfsa_last,base,0.15,0,65,0.0,flat,42,6735941.69,5684401.31,1222219.04,2386740.57,65248.42
5078,grid,mid_career,BC,hybrid,us_in_rrsp,tfsa_last,bull,0.15,0,65,0.0,flat,42,19731494.54,16668114.75,3583858.03,4993152.25,65248.42
5079,grid,mid_career,BC,hybrid,us_in_rrsp,tfsa_last,bear,0.15,0,65,0.0,flat,42,2318747.23,1986948.65,427219.39,1596700.75,246617.52999999997
5080,grid,mid_career,BC,hybrid,us_in_rrsp,tfsa_last,stochastic,0.15,0,65,0.0,flat,42,47988022.94,41494525.71,8921854.17,10679000.11,65248.42
5081,grid,mid_career,BC,hybrid,us_in_rrsp,early_rrif,base,0.15,0,65,0.0,flat,42,6462690.41,5557339.46,1194899.12,2264179.35,58755.880000000005
5082,grid,mid_career,BC,hybrid,us_in_rrsp,early_rrif,bull,0.15,0,65,0.0,flat,42,18683300.09,16180704.33,3479058.55,4400819.55,12600.7
5083,grid,mid_career,BC,hybrid,us_in_rrsp,early_rrif,bear,0.15,0,65,0.0,flat,42,2276214.68,1967171.01,422966.95,1592454.9600000002,247865.41999999998
5084,grid,mid_career,BC,hybrid,us_in_rrsp,early_rrif,stochastic,0.15,0,65,0.0,flat,42,45737337.7,40447957.07,8696828.51,9256575.989999998,11800.42
5085,grid,mid_career,BC,hybrid,us_in_rrsp,balanced_draw,base,0.15,0,65,0.0,flat,42,6571649.95,5608005.65,1205793.0,2318960.8999999994,53137.240000000005
5086,grid,mid_career,BC,hybrid,us_in_rrsp,balanced_draw,bull,0.15,0,65,0.0,flat,42,19115501.77,16381678.12,3522270.49,4670887.859999999,38524.42
5087,grid,mid_career,BC,hybrid,us_in_rrsp,balanced_draw,bear,0.15,0,65,0.0,flat,42,2291213.89,1974145.65,424466.58,1594697.5400000003,247865.41999999998
5088,grid,mid_career,BC,hybrid,us_in_rrsp,balanced_draw,stochastic,0.15,0,65,0.0,flat,42,46656020.82,40875144.73,8788679.33,10012425.15,38524.42
5089,grid,mid_career,BC,hybrid,bonds_everywhere,nonreg_first,base,0.15,0,65,0.0,flat,42,1996940.83,1676466.95,360461.85,1527840.58,247865.41999999998
5090,grid,mid_career,BC,hybrid,bonds_everywhere,nonreg_first,bull,0.15,0,65,0.0,flat,42,2492528.39,2068837.65,444826.58,1597150.54,246532.08999999997
5091,grid,mid_career,BC,hybrid,bonds_everywhere,nonreg_first,bear,0.15,0,65,0.0,flat,42,1262972.53,1091350.49,234654.32,1419793.73,247865.41999999998
5092,grid,mid_career,BC,hybrid,bonds_everywhere,nonreg_first,stochastic,0.15,0,65,0.0,flat,42,12114048.53,9727450.76,2091526.43,4018819.64,65248.42
5093,grid,mid_career,BC,hybrid,bonds_everywhere,rrif_meltdown,base,0.15,0,65,0.0,flat,42,1966433.16,1662280.9,357411.67,1524910.5199999996,247865.41999999998
5094,grid,mid_career,BC,hybrid,bonds_everywhere,rrif_meltdown,bull,0.15,0,65,0.0,flat,42,2448833.89,2048519.71,440457.96,1592699.9000000001,247865.41999999998
5095,grid,mid_career,BC,hybrid,bonds_everywhere,rrif_meltdown,bear,0.15,0,65,0.0,flat,42,948494.89,921643.19,198165.08,1487656.8599999994,247865.41999999998
5096,grid,mid_career,BC,hybrid,bonds_everywhere,rrif_meltdown,stochastic,0.15,0,65,0.0,flat,42,11574384.07,9476506.78,2037570.26,3637480.0599999996,20049.73
5097,grid,mid_career,BC,hybrid,bonds_everywhere,oas_preservation,base,0.15,0,65,0.0,flat,42,1612939.79,1228423.2,264126.71,1559634.0300000003,244482.93999999997
5098,grid,mid_career,BC,hybrid,bonds_everywhere,oas_preservation,bull,0.15,0,65,0.0,flat,42,2066340.22,1571570.93,337907.87,1635655.75,207885.4700000001
5099,grid,mid_career,BC,hybrid,bonds_everywhere,oas_preservation,bear,0.15,0,65,0.0,flat,42,969616.92,746071.76,160414.98,1443405.04,247865.41999999998
5100,grid,mid_career,BC,hybrid,bonds_everywhere,oas_preservation,stochastic,0.15,0,65,0.0,flat,42,11439951.78,8940929.87,1922414.37,4219453.73,65248.42
5101,grid,mid_career,BC,hybrid,bonds_everywhere,tfsa_last,base,0.15,0,65,0.0,flat,42,1996940.83,1676466.95,360461.85,1527840.58,247865.41999999998
5102,grid,mid_career,BC,hybrid,bonds_everywhere,tfsa_last,bull,0.15,0,65,0.0,flat,42,2492528.39,2068837.65,444826.58,1597150.54,246532.08999999997
5103,grid,mid_career,BC,hybrid,bonds_everywhere,tfsa_last,bear,0.15,0,65,0.0,flat,42,1262972.53,1091350.49,234654.32,1419793.73,247865.41999999998
5104,grid,mid_career,BC,hybrid,bonds_everywhere,tfsa_last,stochastic,0.15,0,65,0.0,flat,42,12114048.53,9727450.76,2091526.43,4018819.64,65248.42
5105,grid,mid_career,BC,hybrid,bonds_everywhere,early_rrif,base,0.15,0,65,0.0,flat,42,1973776.23,1665695.42,358145.84,1525898.8400000003,247865.41999999998
5106,grid,mid_career,BC,hybrid,bonds_everywhere,early_rrif,bull,0.15,0,65,0.0,flat,42,2449861.8,2048997.69,440560.73,1592884.42,247865.41999999998
5107,grid,mid_career,BC,hybrid,bonds_everywhere,early_rrif,bear,0.15,0,65,0.0,flat,42,1255431.24,1082646.23,232782.8,1419962.9100000006,247865.41999999998
5108,grid,mid_career,BC,hybrid,bonds_everywhere,early_rrif,stochastic,0.15,0,65,0.0,flat,42,11574384.07,9476506.78,2037570.26,3637480.0599999996,20049.73
5109,grid,mid_career,BC,hybrid,bonds_everywhere,balanced_draw,base,0.15,0,65,0.0,flat,42,1981114.12,1669107.54,358879.49,1526878.1000000003,247865.41999999998
5110,grid,mid_career,BC,hybrid,bonds_everywhere,balanced_draw,bull,0.15,0,65,0.0,flat,42,2464914.34,2055997.12,442065.7,1595136.59,247865.41999999998
5111,grid,mid_career,BC,hybrid,bonds_everywhere,balanced_draw,bear,0.15,0,65,0.0,flat,42,1261580.88,1100320.59,236583.01,1425241.7599999995,247865.41999999998
5112,grid,mid_career,BC,hybrid,bonds_everywhere,balanced_draw,stochastic,0.15,0,65,0.0,flat,42,11781754.33,9572933.95,2058303.34,3839820.1300000004,38524.42
5113,grid,mid_career,BC,hybrid,growth_everywhere,nonreg_first,base,0.15,0,65,0.0,flat,42,7517973.27,6048045.99,1300407.3,2386740.57,65248.42
5114,grid,mid_career,BC,hybrid,growth_everywhere,nonreg_first,bull,0.15,0,65,0.0,flat,42,22572950.93,17989391.98,3867949.54,4993152.25,65248.42
5115,grid,mid_career,BC,hybrid,growth_everywhere,nonreg_first,bear,0.15,0,65,0.0,flat,42,2489219.98,2066218.48,444263.42,1596700.75,246617.52999999997
5116,grid,mid_career,BC,hybrid,growth_everywhere,nonreg_first,stochastic,0.15,0,65,0.0,flat,42,57541762.42,45937014.57,9877046.14,13060880.48,65248.42
5117,grid,mid_career,BC,hybrid,growth_everywhere,rrif_meltdown,base,0.15,0,65,0.0,flat,42,7244721.99,5920984.14,1273087.38,2264179.35,58755.880000000005
5118,grid,mid_career,BC,hybrid,growth_everywhere,rrif_meltdown,bull,0.15,0,65,0.0,flat,42,21524756.48,17501981.55,3763150.06,4400819.55,12600.7
5119,grid,mid_career,BC,hybrid,growth_everywhere,rrif_meltdown,bear,0.15,0,65,0.0,flat,42,2445633.27,2045950.66,439905.58,1592266.3000000007,247865.41999999998
5120,grid,mid_career,BC,hybrid,growth_everywhere,rrif_meltdown,stochastic,0.15,0,65,0.0,flat,42,54564227.84,44552460.99,9579349.4,11237177.019999996,11800.42
5121,grid,mid_career,BC,hybrid,growth_everywhere,oas_preservation,base,0.15,0,65,0.0,flat,42,6805299.42,5216514.22,1121617.33,2517327.1500000004,65248.42
5122,grid,mid_career,BC,hybrid,growth_everywhere,oas_preservation,bull,0.15,0,65,0.0,flat,42,21392780.13,16612395.32,3571877.64,5238839.45,65248.42
5123,grid,mid_career,BC,hybrid,growth_everywhere,oas_preservation,bear,0.15,0,65,0.0,flat,42,2063297.49,1569261.72,337411.36,1635161.7400000005,208124.50000000006
5124,grid,mid_career,BC,hybrid,growth_everywhere,oas_preservation,stochastic,0.15,0,65,0.0,flat,42,56163299.93,44328655.59,9531228.37,13399961.940000001,65248.42
5125,grid,mid_career,BC,hybrid,growth_everywhere,tfsa_last,base,0.15,0,65,0.0,flat,42,7517973.27,6048045.99,1300407.3,2386740.57,65248.42
5126,grid,mid_career,BC,hybrid,growth_everywhere,tfsa_last,bull,0.15,0,65,0.0,flat,42,22572950.93,17989391.98,3867949.54,4993152.25,65248.42
5127,grid,mid_career,BC,hybrid,growth_everywhere,tfsa_last,bear,0.15,0,65,0.0,flat,42,2489219.98,2066218.48,444263.42,1596700.75,246617.52999999997
5128,grid,mid_career,BC,hybrid,growth_everywhere,tfsa_last,stochastic,0.15,0,65,0.0,flat,42,57541762.42,45937014.57,9877046.14,13060880.48,65248.42
5129,grid,mid_career,BC,hybrid,growth_everywhere,early_rrif,base,0.15,0,65,0.0,flat,42,7244721.99,5920984.14,1273087.38,2264179.35,58755.880000000005
5130,grid,mid_career,BC,hybrid,growth_everywhere,early_rrif,bull,0.15,0,65,0.0,flat,42,21524756.48,17501981.55,3763150.06,4400819.55,12600.7
5131,grid,mid_career,BC,hybrid,growth_everywhere,early_rrif,bear,0.15,0,65,0.0,flat,42,2446687.43,2046440.84,440010.98,1592454.9600000002,247865.41999999998
5132,grid,mid_career,BC,hybrid,growth_everywhere,early_rrif,stochastic,0.15,0,65,0.0,flat,42,54564227.84,44552460.99,9579349.4,11237177.019999996,11800.42
5133,grid,mid_career,BC,hybrid,growth_everywhere,balanced_draw,base,0.15,0,65,0.0,flat,42,7353681.53,5971650.34,1283981.26,2318960.8999999994,53137.240000000005
5134,grid,mid_career,BC,hybrid,growth_everywhere,balanced_draw,bull,0.15,0,65,0.0,flat,42,21956958.16,17702955.34,3806362.0,4670887.859999999,38524.42
5135,grid,mid_career,BC,hybrid,growth_everywhere,balanced_draw,bear,0.15,0,65,0.0,flat,42,2461686.64,2053415.47,441510.61,1594697.5400000003,247865.41999999998
5136,grid,mid_career,BC,hybrid,growth_everywhere,balanced_draw,stochastic,0.15,0,65,0.0,flat,42,55790278.78,45122574.68,9701931.14,12195220.550000003,38524.42
5137,grid,mid_career,BC,hybrid,tax_optimized,nonreg_first,base,0.15,0,65,0.0,flat,42,6284995.63,5474711.39,1177133.03,1784082.4399999995,166465.17999999996
5138,grid,mid_career,BC,hybrid,tax_optimized,nonreg_first,bull,0.15,0,65,0.0,flat,42,17314108.05,15544030.04,3342165.43,2004806.8200000003,82342.55999999998
5139,grid,mid_career,BC,hybrid,tax_optimized,nonreg_first,bear,0.15,0,65,0.0,flat,42,2291683.54,1974364.04,424513.54,1535342.3900000001,247865.41999999998
5140,grid,mid_career,BC,hybrid,tax_optimized,nonreg_first,stochastic,0.15,0,65,0.0,flat,42,36896426.94,31871226.32,6852721.62,6436582.529999999,65248.42
5141,grid,mid_career,BC,hybrid,tax_optimized,rrif_meltdown,base,0.15,0,65,0.0,flat,42,6105912.03,5391437.52,1159228.08,1696907.26,228340.64999999997
5142,grid,mid_career,BC,hybrid,tax_optimized,rrif_meltdown,bull,0.15,0,65,0.0,flat,42,17038918.62,15416066.96,3314651.73,1838538.6400000001,166605.04
5143,grid,mid_career,BC,hybrid,tax_optimized,rrif_meltdown,bear,0.15,0,65,0.0,flat,42,2211917.78,1937272.96,416538.48,1507672.4399999992,247865.41999999998
5144,grid,mid_career,BC,hybrid,tax_optimized,rrif_meltdown,stochastic,0.15,0,65,0.0,flat,42,35522265.46,31232241.24,6715331.65,5271584.55,11800.42
5145,grid,mid_career,BC,hybrid,tax_optimized,oas_preservation,base,0.15,0,65,0.0,flat,42,5476038.65,4598407.96,988716.57,1842892.5500000005,122718.24000000002
5146,grid,mid_career,BC,hybrid,tax_optimized,oas_preservation,bull,0.15,0,65,0.0,flat,42,15906762.78,14061397.26,3023380.4,2079066.7900000005,65248.42
5147,grid,mid_career,BC,hybrid,tax_optimized,oas_preservation,bear,0.15,0,65,0.0,flat,42,1833583.09,1462444.53,314444.29,1560101.1,241991.68
5148,grid,mid_career,BC,hybrid,tax_optimized,oas_preservation,stochastic,0.15,0,65,0.0,flat,42,35505863.76,30362543.6,6528335.52,6650059.379999999,65248.42
5149,grid,mid_career,BC,hybrid,tax_optimized,tfsa_last,base,0.15,0,65,0.0,flat,42,6284995.63,5474711.39,1177133.03,1784082.4399999995,166465.17999999996
5150,grid,mid_career,BC,hybrid,tax_optimized,tfsa_last,bull,0.15,0,65,0.0,flat,42,17314108.05,15544030.04,3342165.43,2004806.8200000003,82342.55999999998
5151,grid,mid_career,BC,hybrid,tax_optimized,tfsa_last,bear,0.15,0,65,0.0,flat,42,2291683.54,1974364.04,424513.54,1535342.3900000001,247865.41999999998
5152,grid,mid_career,BC,hybrid,tax_optimized,tfsa_last,stochastic,0.15,0,65,0.0,flat,42,36896426.94,31871226.32,6852721.62,6436582.529999999,65248.42
5153,grid,mid_career,BC,hybrid,tax_optimized,early_rrif,base,0.15,0,65,0.0,flat,42,6105912.03,5391437.52,1159228.08,1696907.26,228340.64999999997
5154,grid,mid_career,BC,hybrid,tax_optimized,early_rrif,bull,0.15,0,65,0.0,flat,42,17038918.62,15416066.96,3314651.73,1838538.6400000001,166605.04
5155,grid,mid_career,BC,hybrid,tax_optimized,early_rrif,bear,0.15,0,65,0.0,flat,42,2228327.79,1944903.62,418179.17,1503653.5600000005,247865.41999999998
5156,grid,mid_career,BC,hybrid,tax_optimized,early_rrif,stochastic,0.15,0,65,0.0,flat,42,35522265.46,31232241.24,6715331.65,5271584.55,11800.42
5157,grid,mid_career,BC,hybrid,tax_optimized,balanced_draw,base,0.15,0,65,0.0,flat,42,6180892.06,5426303.23,1166724.65,1736161.5500000005,198915.69999999998
5158,grid,mid_career,BC,hybrid,tax_optimized,balanced_draw,bull,0.15,0,65,0.0,flat,42,17154244.85,15469693.65,3326182.15,1915662.1700000002,124527.34999999996
5159,grid,mid_career,BC,hybrid,tax_optimized,balanced_draw,bear,0.15,0,65,0.0,flat,42,2254657.58,1957146.96,420811.65,1520341.4100000001,247865.41999999998
5160,grid,mid_career,BC,hybrid,tax_optimized,balanced_draw,stochastic,0.15,0,65,0.0,flat,42,36085654.04,31494216.93,6771659.77,5888688.619999999,38524.42
5161,grid,mid_career,BC,hybrid,reits_sheltered,nonreg_first,base,0.15,0,65,0.0,flat,42,7150719.72,5877273.09,1263688.94,2139867.9499999997,74618.84999999999
5162,grid,mid_career,BC,hybrid,reits_sheltered,nonreg_first,bull,0.15,0,65,0.0,flat,42,19713313.64,16659660.64,3582040.29,2971518.3500000006,65248.42
5163,grid,mid_career,BC,hybrid,reits_sheltered,nonreg_first,bear,0.15,0,65,0.0,flat,42,2513888.2,2077689.2,446729.77,1610178.6399999997,243010.42
5164,grid,mid_career,BC,hybrid,reits_sheltered,nonreg_first,stochastic,0.15,0,65,0.0,flat,42,50684555.39,42748413.3,9191456.05,9223879.789999997,65248.42
5165,grid,mid_career,BC,hybrid,reits_sheltered,rrif_meltdown,base,0.15,0,65,0.0,flat,42,6949235.25,5783582.82,1243544.34,2059106.3300000005,92173.69
5166,grid,mid_career,BC,hybrid,reits_sheltered,rrif_meltdown,bull,0.15,0,65,0.0,flat,42,19272131.01,16454510.72,3537930.43,2737680.77,31841.610000000004
5167,grid,mid_career,BC,hybrid,reits_sheltered,rrif_meltdown,bear,0.15,0,65,0.0,flat,42,2466701.67,2055747.46,442012.02,1605175.2099999997,247865.41999999998
5168,grid,mid_career,BC,hybrid,reits_sheltered,rrif_meltdown,stochastic,0.15,0,65,0.0,flat,42,48839500.23,41890462.65,9006985.68,8036989.620000001,11800.42
5169,grid,mid_career,BC,hybrid,reits_sheltered,oas_preservation,base,0.15,0,65,0.0,flat,42,6416501.12,5035723.0,1082744.9,2250906.4900000007,65306.869999999995
5170,grid,mid_career,BC,hybrid,reits_sheltered,oas_preservation,bull,0.15,0,65,0.0,flat,42,18428799.32,15234144.25,3275536.01,3147050.7100000004,65248.42
5171,grid,mid_career,BC,hybrid,reits_sheltered,oas_preservation,bear,0.15,0,65,0.0,flat,42,2090429.57,1581878.14,340124.05,1650041.9100000001,200967.47
5172,grid,mid_career,BC,hybrid,reits_sheltered,oas_preservation,stochastic,0.15,0,65,0.0,flat,42,49226306.53,41102953.66,8837661.17,9517935.18,65248.42
5173,grid,mid_career,BC,hybrid,reits_sheltered,tfsa_last,base,0.15,0,65,0.0,flat,42,7150719.72,5877273.09,1263688.94,2139867.9499999997,74618.84999999999
5174,grid,mid_career,BC,hybrid,reits_sheltered,tfsa_last,bull,0.15,0,65,0.0,flat,42,19713313.64,16659660.64,3582040.29,2971518.3500000006,65248.42
5175,grid,mid_career,BC,hybrid,reits_sheltered,tfsa_last,bear,0.15,0,65,0.0,flat,42,2513888.2,2077689.2,446729.77,1610178.6399999997,243010.42
5176,grid,mid_career,BC,hybrid,reits_sheltered,tfsa_last,stochastic,0.15,0,65,0.0,flat,42,50684555.39,42748413.3,9191456.05,9223879.789999997,65248.42
5177,grid,mid_career,BC,hybrid,reits_sheltered,early_rrif,base,0.15,0,65,0.0,flat,42,6949235.25,5783582.82,1243544.34,2059106.3300000005,92173.69
5178,grid,mid_career,BC,hybrid,reits_sheltered,early_rrif,bull,0.15,0,65,0.0,flat,42,19272131.01,16454510.72,3537930.43,2737680.77,31841.610000000004
5179,grid,mid_career,BC,hybrid,reits_sheltered,early_rrif,bear,0.15,0,65,0.0,flat,42,2467307.79,2056029.32,442072.62,1605286.5099999998,247865.41999999998
5180,grid,mid_career,BC,hybrid,reits_sheltered,early_rrif,stochastic,0.15,0,65,0.0,flat,42,48839500.23,41890462.65,9006985.68,8036989.620000001,11800.42
5181,grid,mid_career,BC,hybrid,reits_sheltered,balanced_draw,base,0.15,0,65,0.0,flat,42,7028687.27,5820528.0,1251488.02,2093985.4500000002,78542.63
5182,grid,mid_career,BC,hybrid,reits_sheltered,balanced_draw,bull,0.15,0,65,0.0,flat,42,19450592.12,16537495.13,3555773.14,2841620.8900000006,40270.700000000004
5183,grid,mid_career,BC,hybrid,reits_sheltered,balanced_draw,bear,0.15,0,65,0.0,flat,42,2483918.22,2063753.16,443733.35,1607843.85,247235.75
5184,grid,mid_career,BC,hybrid,reits_sheltered,balanced_draw,stochastic,0.15,0,65,0.0,flat,42,49589469.7,42239198.45,9081968.34,8669695.650000002,38524.42
5185,grid,peak_earner,AB,conventional,conventional,nonreg_first,base,0.15,0,65,0.0,flat,42,4090745.67,3468911.18,1063418.45,1730571.5200000003,65548.34
5186,grid,peak_earner,AB,conventional,conventional,nonreg_first,bull,0.15,0,65,0.0,flat,42,9849026.73,8638063.86,2648057.57,2168033.99,53448.0
5187,grid,peak_earner,AB,conventional,conventional,nonreg_first,bear,0.15,0,65,0.0,flat,42,1688668.71,1378969.97,422732.68,1484937.9700000007,192963.21
5188,grid,peak_earner,AB,conventional,conventional,nonreg_first,stochastic,0.15,0,65,0.0,flat,42,36393070.97,31430978.97,9635381.62,7819111.869999999,39715.84
5189,grid,peak_earner,AB,conventional,conventional,rrif_meltdown,base,0.15,0,65,0.0,flat,42,4818054.56,4196055.66,1286329.57,1707347.7499999998,68160.97
5190,grid,peak_earner,AB,conventional,conventional,rrif_meltdown,bull,0.15,0,65,0.0,flat,42,11149243.1,9904065.86,3036159.14,2189486.709999999,11752.55
5191,grid,peak_earner,AB,conventional,conventional,rrif_meltdown,bear,0.15,0,65,0.0,flat,42,2102031.18,1799641.86,551692.52,1468491.2300000002,224530.16999999998
5192,grid,peak_earner,AB,conventional,conventional,rrif_meltdown,stochastic,0.15,0,65,0.0,flat,42,37608216.06,33322532.95,10215250.43,7543647.86,16960.91
5193,grid,peak_earner,AB,conventional,conventional,oas_preservation,base,0.15,0,65,0.0,flat,42,4090745.67,3468911.18,1063418.45,1730571.5200000003,65548.34
5194,grid,peak_earner,AB,conventional,conventional,oas_preservation,bull,0.15,0,65,0.0,flat,42,9849026.73,8638063.86,2648057.57,2168033.99,53448.0
5195,grid,peak_earner,AB,conventional,conventional,oas_preservation,bear,0.15,0,65,0.0,flat,42,1688668.71,1378969.97,422732.68,1484937.9700000007,192963.21
5196,grid,peak_earner,AB,conventional,conventional,oas_preservation,stochastic,0.15,0,65,0.0,flat,42,36393070.97,31430978.97,9635381.62,7819111.869999999,39715.84
5197,grid,peak_earner,AB,conventional,conventional,tfsa_last,base,0.15,0,65,0.0,flat,42,4090745.67,3468911.18,1063418.45,1730571.5200000003,65548.34
5198,grid,peak_earner,AB,conventional,conventional,tfsa_last,bull,0.15,0,65,0.0,flat,42,9849026.73,8638063.86,2648057.57,2168033.99,53448.0
5199,grid,peak_earner,AB,conventional,conventional,tfsa_last,bear,0.15,0,65,0.0,flat,42,1688668.71,1378969.97,422732.68,1484937.9700000007,192963.21
5200,grid,peak_earner,AB,conventional,conventional,tfsa_last,stochastic,0.15,0,65,0.0,flat,42,36393070.97,31430978.97,9635381.62,7819111.869999999,39715.84
5201,grid,peak_earner,AB,conventional,conventional,early_rrif,base,0.15,0,65,0.0,flat,42,4818054.56,4196055.66,1286329.57,1707347.7499999998,68160.97
5202,grid,peak_earner,AB,conventional,conventional,early_rrif,bull,0.15,0,65,0.0,flat,42,11149243.1,9904065.86,3036159.14,2189486.709999999,11752.55
5203,grid,peak_earner,AB,conventional,conventional,early_rrif,bear,0.15,0,65,0.0,flat,42,2102031.18,1799641.86,551692.52,1468491.2300000002,224530.16999999998
5204,grid,peak_earner,AB,conventional,conventional,early_rrif,stochastic,0.15,0,65,0.0,flat,42,37608216.06,33322532.95,10215250.43,7543647.86,16960.91
5205,grid,peak_earner,AB,conventional,conventional,balanced_draw,base,0.15,0,65,0.0,flat,42,4396227.81,3772255.66,1156410.78,1716991.9000000004,66265.59
5206,grid,peak_earner,AB,conventional,conventional,balanced_draw,bull,0.15,0,65,0.0,flat,42,10382706.44,9153617.43,2806104.04,2167752.1899999995,27518.62
5207,grid,peak_earner,AB,conventional,conventional,balanced_draw,bear,0.15,0,65,0.0,flat,42,1869035.42,1561707.39,478752.08,1478883.76,210851.38
5208,grid,peak_earner,AB,conventional,conventional,balanced_draw,stochastic,0.15,0,65,0.0,flat,42,36824143.05,32173299.19,9862944.96,7656798.949999999,32739.43
5209,grid,peak_earner,AB,conventional,us_in_rrsp,nonreg_first,base,0.15,0,65,0.0,flat,42,5717809.4,4314984.32,1322787.96,2816265.6000000006,53448.0
5210,grid,peak_earner,AB,conventional,us_in_rrsp,nonreg_first,bull,0.15,0,65,0.0,flat,42,14769955.29,11196946.71,3432500.61,5357189.55,53448.0
5211,grid,peak_earner,AB,conventional,us_in_rrsp,nonreg_first,bear,0.15,0,65,0.0,flat,42,2114733.59,1600523.71,490651.49,1751237.49,79268.71999999997
5212,grid,peak_earner,AB,conventional,us_in_rrsp,nonreg_first,stochastic,0.15,0,65,0.0,flat,42,47945607.8,37438298.13,11476966.4,13705877.84,39715.84
5213,grid,peak_earner,AB,conventional,us_in_rrsp,rrif_meltdown,base,0.15,0,65,0.0,flat,42,6054623.01,4839071.25,1483450.39,2591602.83,5945.66
5214,grid,peak_earner,AB,conventional,us_in_rrsp,rrif_meltdown,bull,0.15,0,65,0.0,flat,42,14889148.84,11848816.85,3632335.86,4802821.689999999,0.0
5215,grid,peak_earner,AB,conventional,us_in_rrsp,rrif_meltdown,bear,0.15,0,65,0.0,flat,42,2425840.49,1968022.7,603310.82,1687307.0900000003,127610.4
